P 3 5078666.83994692 -3512760.54879695 -3418301.78745728
P 3 3748910.95111879 -3029296.38333698 -5160170.44648529
P 3 2041115.54074956 -2240388.77388782 -6380510.87024598
P 3 128062.84168981 -1226230.06015728 -6957810.72494893
P 3 -1797880.02370018 -89029.45001961 -6835259.47179512
P 3 -3543573.22088694 1057095.05449295 -6025636.92847326
P 3 -4933723.66130957 2097142.52871785 -4609929.79883268
P 3 -5828032.08592363 2926410.83761280 -2729797.16692992
P 3 -6135448.82449735 3460972.29119284 -574126.70134554
P 3 -5823927.74533990 3646385.46288723 1639558.19879141
P 3 -4924221.58519395 3463528.69521585 3687192.93154295
P 3 -3526959.31596672 2930706.25108500 5361276.70706965
P 3 -1773303.25699810 2101739.07409384 6492183.23224769
P 3 159547.66298740 1060379.23480408 6965271.78475013
P 3 2076237.39607934 -88180.87297863 6732242.01695268
P 3 3782725.81635179 -1227790.39374922 5815983.99990949
P 3 5105722.20548866 -2242913.57649818 4308638.06403535
P 3 5910441.07421132 -3030353.86516332 2362820.08963428
P 3 6114851.51773991 -3510008.83668448 176385.67925152
P 3 5698545.28993677 -3633371.19534201 -2028049.09959272
P 3 4704828.76468794 -3388594.10597537 -4026549.32730149
P 3 3235698.38668044 -2801429.85157001 -5617256.78167319
P 3 1440597.87544465 -1932078.39947018 -6640795.78057306
P 3 -499271.40675386 -868624.16376396 -6995574.53823806
P 3 -2389099.93056153 281955.15507306 -6646967.28761496
P 3 -4039374.65314639 1404254.69599011 -5630169.87285918
P 3 -5284177.74745136 2385580.51139470 -4046822.21760319
P 3 -5997582.07668494 3126987.78863274 -2055530.11530625
P 3 -6106647.92950090 3553296.55362796 143356.66805034
P 3 -5599404.46957774 3620983.69073271 2327690.75353029
P 3 -4526523.63443310 3322884.75009569 4276248.57556407
P 3 -2996245.95968125 2689013.19249613 5791558.99005475
P 3 -1163200.27417210 1783416.84670725 6720089.01115394
P 3 787392.99389857 697578.52652260 6967627.88152446
P 3 2658313.93062137 -458794.91014763 6508599.14858285
P 3 4259990.67255703 -1568681.00479920 5388741.89641135
P 3 5429593.28317010 -2519450.97921993 3720960.53337583
P 3 6047882.84940679 -3214395.00924545 1674395.14316950
P 3 6051933.55069228 -3582878.93041997 -542688.51836314
P 3 5441937.00725033 -3587843.04970940 -2704629.51345146
P 3 4280981.33552760 -3229580.32104236 -4592141.67304755
P 3 2687870.63239537 -2545325.71682756 -6015038.82305718
P 3 824227.47616524 -1604924.09680093 -6831172.62144631
P 3 -1122206.75330290 -503393.52628038 -6959823.84518174
P 3 -2956141.14030617 648615.18408105 -6388844.91324311
P 3 -4493594.58923188 1735560.37697432 -5175495.01335972
P 3 -5579742.15764727 2648182.45074863 -3441081.02701185
P 3 -6104403.26233424 3294305.38566715 -1359568.96084645
P 3 -6013607.17885908 3608279.93904281 859312.89381500
P 3 -5315661.64405407 3557946.90172158 2991170.32920959
P 3 -4080654.87799535 3148138.47866591 4820009.95885350
P 3 -2433295.14169919 2420207.41265824 6160500.86869024
P 3 -540048.70969560 1447707.79842875 6876809.17070199
P 3 1407767.06713780 328874.32720499 6896124.80284684
P 3 3213109.50329342 -823211.99431296 6215875.70465174
P 3 4692868.59118734 -1891866.70296935 4904219.94344902
P 3 5696446.91317596 -2768546.70023811 3093687.88562859
P 3 6121503.42645198 -3364055.24800511 968155.93000861
P 3 5924955.48270504 -3617967.44053651 -1255976.30703310
P 3 5127597.68920570 -3505018.25529556 -3352495.11813025
P 3 3811571.94317904 -3037549.25029656 -5109143.31304328
P 3 2111161.49948368 -2263783.11174549 -6349384.85929529
P 3 198440.81437098 -1262402.66740219 -6949691.77194863
P 3 -1734232.20942493 -134349.36234410 -6850956.53988907
P 3 -3493043.34940257 1007171.75248993 -6063593.63026780
P 3 -4901404.59339724 2047631.55533160 -4666367.44252873
P 3 -5817210.59449393 2882304.14537745 -2799066.43911321
P 3 -6147255.41846079 3426731.53070299 -649254.54316750
P 3 -5857198.08017140 3625479.50040521 1566166.40158537
P 3 -4975601.20019172 3458072.25151343 3622969.15612808
P 3 -3591247.48488601 2941244.15310750 5312719.83645661
P 3 -1843992.41265467 2127197.21558911 6464196.01056295
P 3 89606.28683186 1098179.28301232 6960674.00038747
P 3 2014116.21606400 -41861.91734126 6751496.49323013
P 3 3734716.93464761 -1177641.55889657 5857148.74823608
P 3 5076704.10409687 -2194022.38273781 4367547.68932021
P 3 5903372.88410761 -2987688.92982215 2433491.61675847
P 3 6130453.95083298 -3477904.78368583 251624.60317894
P 3 5735217.75213746 -3615077.15768101 -1955899.72625122
P 3 4758822.55630629 -3385942.79917116 -3964806.69356341
P 3 3301523.19211142 -2814664.43976308 -5572146.00475715
P 3 1511601.23664753 -1959847.10663623 -6616835.17806668
P 3 -430228.57417318 -908129.80039903 -6995151.89199021
P 3 -2328943.09312278 234674.82684181 -6670127.01821151
P 3 -3994146.68251508 1353941.93189576 -5674612.94646658
P 3 -5258447.49803637 2337295.48282856 -4108116.98999385
P 3 -5993978.35783340 3085604.46208182 -2127529.51573296
P 3 -6130101.19290489 3515932.23049969 9264.18885075
P 3 -6130384.46590958 3515584.20899647 6695.95297313
P 3 -6125874.41162028 3522668.06783492 65343.29252532
P 3 -5639991.96555162 3604984.96491370 2253983.55546050
P 3 -4584395.94143214 3323147.09203951 4214321.78311218
P 3 -3065568.13527098 2705519.47018180 5747698.43677366
P 3 -1236975.61319386 1814506.56685453 6698754.90266186
P 3 716616.35861923 740116.66106013 6971010.28510801
P 3 2597699.24211401 -409106.61847725 6536397.61888921
P 3 4215695.47146154 -1516877.62428874 5438182.33102578
P 3 5406138.82164494 -2470796.73853129 3787053.90015348
P 3 6047673.30554989 -3173840.28074124 1750430.41209045
P 3 6074988.85892697 -3554541.56526844 -464452.51549544
P 3 5485885.96089374 -3574579.22997436 -2632147.29446065
P 3 4341322.98525880 -3232699.06081148 -4532744.12788150
P 3 2758464.91140936 -2564475.49099545 -5974684.57304930
P 3 897941.37899897 -1638151.03207697 -6813870.18895483
P 3 -1052780.29114919 -547350.31501512 -6967266.98101188
P 3 -2897962.38786145 598337.73012602 -6420270.92575253
P 3 -4452507.67257208 1684006.98810485 -5227762.21729297
P 3 -5559902.81446472 2600541.92981829 -3508960.37408922
P 3 -6107852.50578303 3255392.58900438 -1436240.41453300
P 3 -6040042.84057261 3582042.33222067 781588.35902109
P 3 -5362448.81628763 3547053.62672020 2920264.28926642
P 3 -4143086.34484583 3153703.20118722 4763115.49884062
P 3 -2505073.20990168 2441676.25611596 6123395.17106050
P 3 -613927.42784283 1482918.74389820 6863271.36754096
P 3 1339253.51926787 374274.72248925 6907560.17367724
P 3 3156902.43368155 -772213.53652063 6251170.31002552
P 3 4654686.28493925 -1840443.09381273 4959835.53773277
P 3 5680192.59115220 -2721927.01446890 3163998.96049871
P 3 6128844.51276722 -3326981.82199689 1046014.11764365
P 3 5955135.19089971 -3594198.42002226 -1178497.88600712
P 3 5177515.37761796 -3496939.23059209 -3283263.70343719
P 3 3876125.08406537 -3045941.10299702 -5055144.34831043
P 3 2183796.65985995 -2287764.94024368 -6316019.07390942
P 3 271833.87521692 -1299541.32697329 -6940261.69174425
P 3 -1667447.45213020 -180911.11215082 -6866372.68166609
P 3 -3439563.26008233 955855.87745259 -6102303.72319006
P 3 -4866610.13492781 1996714.47420741 -4724503.76740207
P 3 -5804634.05552651 2836917.32537247 -2870806.06589895
P 3 -6158210.22317347 3391468.10028257 -727378.52945453
P 3 -5890622.43327254 3603920.37185301 1489553.62298514
P 3 -5028149.07573745 3452412.78548130 3555632.13063885
P 3 -3657625.67732601 2952067.47043493 5261491.80318722
P 3 -1917502.98614750 2153417.50812297 6434281.66704866
P 3 16385.90302275 1137154.22735658 6955128.03809566
P 3 1948590.02716246 5932.68692495 6770919.32140635
P 3 3683531.56602696 -1125865.31012150 5899617.58513144
P 3 5045075.05049747 -2143521.20647514 4428790.31172427
P 3 5894537.93372833 -2943600.33881516 2507300.84221936
P 3 6145319.33336977 -3444710.88598747 330489.76226536
P 3 5772252.92619536 -3596135.17460611 -1880004.68907179
P 3 4814227.70009439 -3383142.53754643 -3899575.22652161
P 3 3369646.74065646 -2828251.54052332 -5524142.63835726
P 3 1585543.23813733 -1988421.42228563 -6590845.93086525
P 3 -357910.35009288 -948803.77362395 -6993738.51176149
P 3 -2265501.33106186 185984.63249807 -6693404.63427837
P 3 -3945946.44556740 1302118.36361238 -5720250.02617760
P 3 -5230349.11136857 2287547.71417922 -4171552.53759813
P 3 -5988848.52093772 3042952.96658151 -2202401.06485164
P 3 -6143975.07878275 3491770.60452847 -10850.15137170
P 3 -5679085.05394414 3588209.85780387 2181750.01465220
P 3 -4640533.36129799 3322189.20886295 4153363.06092158
P 3 -3133066.67299684 2720467.78933698 5704180.01803677
P 3 -1309004.93755622 1843842.17028288 6677068.31359695
P 3 647339.02501570 780870.81670886 6973340.32950533
P 3 2538181.10727378 -361055.85377519 6562510.21023275
P 3 4171969.98041122 -1466397.21111577 5485442.38520507
P 3 5382654.17879044 -2423011.01358071 3850674.60326007
P 3 6046826.41525439 -3133606.57827198 1823944.99746878
P 3 6096863.76991072 -3525944.93394749 -388529.41846366
P 3 5528240.75886515 -3560508.19564460 -2561536.94201627
P 3 4399833.93046646 -3234555.41053210 -4474596.98883736
P 3 2827192.79466463 -2582047.94273418 -5934852.21727813
P 3 969951.94353745 -1669655.41291604 -6796335.58749306
P 3 -984719.89882434 -589618.97637638 -6973776.52312107
P 3 -2840679.06207876 549542.57964341 -6450181.15540378
P 3 -4411762.44368795 1633582.32761397 -5278101.02383552
P 3 -5539821.88120250 2553564.38717868 -3574700.65443009
P 3 -6110499.42169370 3216608.78411877 -1510778.70527264
P 3 -6065185.45343018 3555380.31168716 705776.46461532
P 3 -5407563.38400485 3535213.46929476 2850853.06717591
P 3 -4203610.62525511 3157878.15298021 4707132.72088483
P 3 -2574879.64903651 2461435.61532725 6086499.16991170
P 3 -685954.32260600 1516258.56069790 6849182.89364973
P 3 1272288.33228187 417822.56705157 6917698.46459339
P 3 3101775.84993550 -722863.50903159 6284514.38079727
P 3 4616992.47561324 -1790292.97190264 5013016.79790008
P 3 5663770.71640256 -2676070.71899226 3231624.16863578
P 3 6135371.41217410 -3290080.45730932 1121203.79010737
P 3 5983939.59297669 -3569994.43267187 -1103399.34590389
P 3 5225648.29405979 -3487870.24599420 -3215885.50983491
P 3 3938681.17004128 -3052900.18665214 -5002296.80027205
P 3 2254438.80143069 -2310028.26003838 -6283008.92961188
P 3 343446.90133987 -1334858.28319514 -6930384.09001317
P 3 -1602050.37846173 -225735.90915404 -6880611.66512792
P 3 -3386944.40986816 906017.15033727 -6139248.17757944
P 3 -4832070.53958701 1946867.81229942 -4780477.35542575
P 3 -5791683.20148079 2792087.12003739 -2940208.57285730
P 3 -6168194.30333760 3356188.33800880 -803226.30591632
P 3 -5922563.36745149 3581765.22458310 1414926.17666612
P 3 -5078828.91845141 3445624.16493429 3489781.97096880
P 3 -3721915.49406421 2961325.63371038 5211083.51804886
P 3 -1988894.99497894 2177777.89839556 6404406.39513106
P 3 -54888.20783611 1174149.33331489 6948796.88236319
P 3 1884640.70448398 51820.99036877 6788770.41227551
P 3 3633383.36957440 -1075728.66780282 5939851.50484081
P 3 5013822.83771548 -2094221.77216089 4487337.50776009
P 3 5885368.24871984 -2900147.94442630 2578216.96936549
P 3 6159167.95347313 -3411520.82070492 406556.34574496
P 3 5807698.74230004 -3576568.09977690 -1806529.61694144
P 3 4867646.30137514 -3379161.20988542 -3836145.68282692
P 3 3435604.13167031 -2840233.61266231 -5477156.69730701
P 3 1657370.97268364 -2015140.42598643 -6565011.82694444
P 3 -287436.06291879 -987566.89461343 -6991631.49004769
P 3 -2203449.68389942 139065.54232001 -6715236.62764392
P 3 -3898549.06616140 1251748.63425776 -5763854.67859798
P 3 -5202391.35629523 2238791.87144665 -4232583.77922341
P 3 -5983183.28985049 3000731.20227799 -2274741.09719522
P 3 -6161212.76191318 3460356.43482851 -87207.91678991
P 3 -6154907.45142338 3472367.94593854 7596.60346604
P 3 -6154869.70054271 3472314.27813954 7580.87940797
P 3 -5717448.81578568 3570745.16291460 2109098.31104496
P 3 -4696169.83114091 3320482.84120077 4091785.03705666
P 3 -3200328.99009984 2734674.45681108 5659891.92891485
P 3 -1381077.01266596 1872509.96377624 6654523.77848442
P 3 577748.09012687 821093.76928661 6974795.11523067
P 3 2478109.48884739 -313347.47804376 6587807.13665381
P 3 4127505.31278952 -1416035.41741213 5532024.21887740
P 3 5358320.86187946 -2375108.38976716 3913825.28354394
P 3 6045114.87388492 -3093035.47796134 1897250.96078875
P 3 6117959.70137134 -3496831.82171999 -312528.28679954
P 3 5569999.09392809 -3545804.51320804 -2490571.51128057
P 3 4458008.95194446 -3235738.76990929 -4415862.92262388
P 3 2895892.83203338 -2598985.49449698 -5894275.70505342
P 3 1042253.23018028 -1700634.28000537 -6777992.26999029
P 3 -916077.18764701 -631528.14112937 -6979509.92543813
P 3 -2782581.13402601 500903.59787269 -6479436.62851180
P 3 -4370052.94363424 1583094.46259798 -5327977.01007168
P 3 -5518721.85709652 2506309.26460801 -3640216.28040287
P 3 -6112168.23541311 3177357.25513652 -1585350.31294321
P 3 -6089477.83093395 3528100.98228024 629678.58907003
P 3 -5452026.20496159 3522659.69615828 2780930.00344605
P 3 -4263731.70020275 3161305.12361798 4650456.05959722
P 3 -2644559.15506612 2480478.79327034 6048784.02286021
P 3 -758135.63359815 1548979.41575856 6834216.68650310
P 3 1204905.05796468 460907.63576551 6926974.41977554
P 3 3046008.27476155 -673773.96640910 6317089.29694364
P 3 4578498.46402567 -1740174.28613336 5065597.72063859
P 3 5646473.68468333 -2630014.64015221 3298882.43495241
P 3 6141046.72596935 -3252772.80744689 1196302.81750839
P 3 6012018.04859162 -3545227.32649779 -1028103.34443477
P 3 5273272.81266634 -3478149.61476025 -3148045.87613995
P 3 4001014.56171013 -3059196.63136835 -4948782.04286484
P 3 2325178.22912325 -2331694.39515607 -6249209.71055206
P 3 415473.17800281 -1369709.78007679 -6919692.49653159
P 3 -1535964.66503722 -270276.54718639 -6894107.98457841
P 3 -3333431.83769341 856252.01917588 -6175604.75808401
P 3 -4796522.04551855 1896876.29005214 -4836079.84361999
P 3 -5777706.24779571 2746906.16140639 -3009492.61314694
P 3 -6177229.98169397 3320382.63185734 -879217.25809504
P 3 -6162999.06701901 3457830.12375349 7561.55542577
P 3 -6162974.43645965 3457855.60563033 7854.92641444
P 3 -5953637.85681474 3558954.74362160 1340197.97209599
P 3 -5128782.17352735 3438064.29435161 3423588.54273433
P 3 -3785673.79051689 2969762.46793873 5160112.25565087
P 3 -2059990.30391251 2201339.18545503 6373787.29692082
P 3 -126123.20360203 1210440.95210778 6941595.81244609
